Id,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag
29530,6588127,76,5,single,rented,no,Technician,Bhiwani,Haryana,5,10,0
29536,6010140,75,15,single,rented,yes,Fashion_Designer,Jalandhar,Punjab,9,10,0
29573,7058393,68,11,single,rented,no,Industrial_Engineer,Panipat,Haryana,11,11,0
29585,3125040,56,12,single,rented,no,Drafter,Sirsa,Haryana,11,13,0
29596,3917443,27,4,single,rented,no,Geologist,Amritsar,Punjab,4,13,0
29604,8249799,42,19,single,rented,no,Web_designer,Panipat,Haryana,12,10,0
29627,1612818,79,10,single,rented,no,Lawyer,Sonipat,Haryana,10,11,0
29645,3019045,76,12,single,rented,no,Design_Engineer,Jammu[16],Jammu_and_Kashmir,11,12,0
29651,66912,27,10,married,rented,no,Software_Developer,Jalandhar,Punjab,10,14,0
29656,7779778,27,11,single,rented,no,Engineer,Rohtak,Haryana,8,12,0
29663,3671933,78,18,single,rented,no,Financial_Analyst,Ambala,Haryana,12,12,0
29665,3599124,47,2,single,rented,yes,Psychologist,Panchkula,Haryana,2,14,0
29692,1020342,37,14,single,rented,no,Official,Bhiwani,Haryana,9,11,0
29725,170128,29,17,single,rented,no,Analyst,Ambala,Haryana,12,12,0
29748,3816048,55,1,single,rented,no,Chemical_engineer,Sirsa,Haryana,1,14,0
29754,2549997,51,15,married,rented,no,Statistician,Faridabad,Haryana,13,14,0
29797,4145448,50,4,single,rented,no,Official,Srinagar,Jammu_and_Kashmir,4,12,0
29807,5542629,22,16,single,rented,no,Technology_specialist,Ludhiana,Punjab,3,13,0
29828,2003507,61,5,single,rented,no,Dentist,Faridabad,Haryana,3,10,0
29856,8856107,53,20,single,rented,no,Civil_engineer,Panchkula,Haryana,8,12,0
29894,8019114,73,17,single,rented,no,Artist,Srinagar,Jammu_and_Kashmir,9,14,0
29902,7750486,43,10,single,rented,no,Designer,Haridwar,Uttarakhand,10,10,0
29905,9202245,74,16,single,rented,yes,Financial_Analyst,Sirsa,Haryana,13,12,0
29938,4190150,31,4,single,rented,no,Air_traffic_controller,Phagwara,Punjab,4,12,0
29950,5737594,26,11,single,rented,no,Lawyer,Gurgaon,Haryana,10,12,1
29993,8502580,66,5,single,rented,yes,Chemical_engineer,Sonipat,Haryana,5,10,0
30005,8165921,51,20,single,rented,no,Chartered_Accountant,Karnal,Haryana,11,14,0
30007,1902407,68,11,single,rented,no,Design_Engineer,Bathinda,Punjab,11,10,0
30016,6758342,33,3,single,rented,no,Comedian,Patiala,Punjab,3,11,0
30020,326917,31,20,single,rented,no,Industrial_Engineer,Dehradun,Uttarakhand,11,10,0
30041,962072,25,14,single,rented,yes,Consultant,Phagwara,Punjab,4,11,0
30058,729340,57,13,single,rented,no,Lawyer,Dehradun,Uttarakhand,13,10,0
30062,3169984,29,1,single,rented,no,Politician,Haridwar,Uttarakhand,1,11,0
30072,6000177,70,1,single,rented,no,Hotel_Manager,Faridabad,Haryana,1,14,0
30086,7982817,60,6,single,rented,yes,Psychologist,Bhiwani,Haryana,5,14,0
30098,7360578,26,6,married,rented,yes,Scientist,Faridabad,Haryana,6,10,0
30129,7089126,76,14,single,rented,no,Engineer,Panchkula,Haryana,5,12,0
30139,3316589,76,6,single,rented,no,Police_officer,Gurgaon,Haryana,3,14,0
30142,582273,64,14,single,rented,no,Dentist,Karnal,Haryana,3,13,0
30144,5347851,73,18,single,rented,no,Dentist,Jammu[16],Jammu_and_Kashmir,8,10,0
30147,7757947,62,5,single,rented,no,Air_traffic_controller,Shimla,Himachal_Pradesh,4,13,0
30149,7273604,27,9,single,rented,yes,Chemical_engineer,Faridabad,Haryana,9,14,0
30182,5920246,75,13,single,rented,yes,Technology_specialist,Bathinda,Punjab,13,13,0
30204,8342442,30,17,single,rented,no,Chemical_engineer,Jammu[16],Jammu_and_Kashmir,11,10,0
30232,9312068,23,0,single,rented,no,Industrial_Engineer,Panipat,Haryana,0,11,0
30261,7128746,79,4,single,rented,no,Magistrate,Amritsar,Punjab,4,11,0
30265,1200485,63,16,single,owned,no,Industrial_Engineer,Gurgaon,Haryana,4,14,0
30270,1410169,29,17,single,rented,no,Biomedical_Engineer,Ludhiana,Punjab,5,13,0
30276,3315193,64,16,single,rented,no,Engineer,Phagwara,Punjab,6,12,0
30277,2582117,54,11,single,rented,yes,Architect,Karnal,Haryana,3,14,0
30294,2577341,48,7,single,rented,yes,Software_Developer,Sirsa,Haryana,7,11,0
30306,383685,58,4,single,rented,no,Lawyer,Panchkula,Haryana,4,10,0
30318,9604465,45,12,married,rented,yes,Designer,Shimla,Himachal_Pradesh,6,12,0
30320,8996000,75,14,single,rented,yes,Air_traffic_controller,Srinagar,Jammu_and_Kashmir,9,11,0
30346,5828170,66,17,single,rented,no,Petroleum_Engineer,Ludhiana,Punjab,14,14,0
30349,8047392,61,2,single,rented,no,Graphic_Designer,Phagwara,Punjab,2,14,0
30385,1350358,39,11,single,rented,no,Librarian,Gurgaon,Haryana,11,14,0
30389,4220551,79,1,single,rented,no,Surveyor,Gurgaon,Haryana,1,14,0
30394,3301023,33,16,married,rented,no,Police_officer,Panchkula,Haryana,4,11,0
30423,6597082,50,10,single,rented,yes,Magistrate,Jammu[16],Jammu_and_Kashmir,3,11,0
30431,6370366,59,2,single,rented,yes,Graphic_Designer,Yamunanagar,Haryana,2,13,0
30449,2602671,59,2,single,rented,yes,Design_Engineer,Bathinda,Punjab,2,11,0
30451,4055817,39,14,single,rented,no,Drafter,Gurgaon,Haryana,4,14,0
30477,7234302,31,1,single,rented,no,Chef,Haridwar,Uttarakhand,1,11,0
30481,1489858,24,16,single,owned,yes,Lawyer,Phagwara,Punjab,11,14,0
30486,790606,32,8,single,norent_noown,yes,Architect,Dehradun,Uttarakhand,8,12,0
30496,2487718,24,12,single,owned,no,Police_officer,Ludhiana,Punjab,10,11,0
30537,6466004,66,16,single,rented,yes,Petroleum_Engineer,Phagwara,Punjab,11,13,0
30565,8344782,77,16,single,rented,no,Scientist,Rohtak,Haryana,12,10,0
30568,9282657,57,17,single,rented,no,Web_designer,Sonipat,Haryana,3,14,0
30596,3267322,37,9,single,rented,yes,Statistician,Gurgaon,Haryana,9,10,0
30627,4325297,26,19,single,rented,no,Comedian,Jalandhar,Punjab,11,10,0
30681,874408,47,18,single,rented,no,Chef,Bhiwani,Haryana,3,11,0
30690,972023,37,6,single,rented,yes,Designer,Yamunanagar,Haryana,5,11,0
30723,1232691,43,9,single,rented,yes,Mechanical_engineer,Srinagar,Jammu_and_Kashmir,9,11,0
30734,1779655,74,8,single,rented,no,Technician,Yamunanagar,Haryana,7,12,0
30766,1230362,67,7,single,rented,no,Software_Developer,Haridwar,Uttarakhand,7,10,0
30768,4643972,36,9,single,rented,no,Flight_attendant,Sonipat,Haryana,3,13,0
30773,1696344,31,18,single,rented,no,Librarian,Amritsar,Punjab,13,10,0
30794,7083559,52,10,single,rented,no,Computer_operator,Bathinda,Punjab,5,13,0
30811,3423010,74,3,single,rented,yes,Computer_hardware_engineer,Dehradun,Uttarakhand,3,10,0
30813,78418,35,18,single,rented,no,Air_traffic_controller,Bathinda,Punjab,12,12,0
30824,7773050,59,19,single,rented,no,Magistrate,Phagwara,Punjab,3,12,0
30835,6982803,38,17,single,rented,no,Consultant,Bathinda,Punjab,5,11,0
30879,2745019,58,16,single,owned,no,Design_Engineer,Bathinda,Punjab,6,14,0
30884,5879597,46,17,single,rented,no,Graphic_Designer,Bathinda,Punjab,9,11,0
30914,8321716,58,10,single,rented,no,Mechanical_engineer,Jammu[16],Jammu_and_Kashmir,4,13,0
30961,6325513,69,15,single,rented,yes,Army_officer,Yamunanagar,Haryana,4,11,0
30983,2861281,25,19,single,rented,no,Air_traffic_controller,Sirsa,Haryana,5,12,0
30996,5176250,42,14,single,rented,no,Analyst,Bhiwani,Haryana,6,14,0
31087,9878857,32,16,single,rented,yes,Chemical_engineer,Sirsa,Haryana,11,12,0
31091,7127792,36,8,single,norent_noown,no,Computer_hardware_engineer,Yamunanagar,Haryana,8,13,0
31104,2848384,77,19,single,rented,no,Computer_operator,Shimla,Himachal_Pradesh,5,10,0
31120,4806341,79,3,single,rented,no,Computer_operator,Panchkula,Haryana,3,13,0
31122,4973814,24,19,single,rented,no,Computer_operator,Amritsar,Punjab,6,12,1
31135,2385302,69,10,single,rented,yes,Secretary,Panipat,Haryana,8,13,0
31148,3830939,53,3,single,rented,yes,Chef,Sonipat,Haryana,3,11,0
31192,9739777,22,18,single,rented,no,Firefighter,Panipat,Haryana,4,10,0
31222,5524586,67,7,single,rented,no,Technical_writer,Karnal,Haryana,7,12,0
31223,338634,72,13,single,rented,yes,Technology_specialist,Srinagar,Jammu_and_Kashmir,8,12,0
31228,6127106,72,7,single,rented,no,Mechanical_engineer,Faridabad,Haryana,7,12,0
31237,12608,64,19,single,norent_noown,no,Physician,Dehradun,Uttarakhand,5,11,0
31247,7415733,25,0,single,rented,no,Hotel_Manager,Gurgaon,Haryana,0,12,0
31258,8489881,34,4,married,rented,no,Designer,Jalandhar,Punjab,4,12,0
31271,7886476,55,8,single,rented,yes,Software_Developer,Ludhiana,Punjab,8,10,0
31278,3412690,66,13,single,rented,no,Hotel_Manager,Amritsar,Punjab,11,14,0
31289,5639383,37,5,single,rented,no,Civil_engineer,Sonipat,Haryana,4,12,0
31290,3933433,32,5,single,rented,no,Graphic_Designer,Bhiwani,Haryana,3,12,0
31292,192829,66,11,single,rented,no,Flight_attendant,Sonipat,Haryana,11,14,0
31297,6606244,33,8,single,rented,no,Flight_attendant,Bhiwani,Haryana,8,13,0
31298,1969961,51,9,married,rented,yes,Dentist,Amritsar,Punjab,9,12,0
31336,4139062,31,11,single,rented,no,Industrial_Engineer,Sonipat,Haryana,11,13,0
31434,2096865,23,11,single,rented,no,Drafter,Dehradun,Uttarakhand,11,12,0
31442,9556585,29,1,single,rented,no,Drafter,Ludhiana,Punjab,1,10,0
31445,3803419,61,16,married,rented,no,Aviator,Sonipat,Haryana,11,12,0
31466,5121883,32,7,married,rented,no,Lawyer,Ludhiana,Punjab,5,12,0
31474,6105859,44,18,single,rented,no,Design_Engineer,Shimla,Himachal_Pradesh,10,14,0
31497,4570845,47,3,single,rented,no,Web_designer,Srinagar,Jammu_and_Kashmir,3,14,0
31506,80183,72,4,single,rented,yes,Financial_Analyst,Srinagar,Jammu_and_Kashmir,4,13,0
31507,2175094,29,4,single,rented,yes,Economist,Srinagar,Jammu_and_Kashmir,4,11,0
31509,8234198,54,16,single,rented,no,Aviator,Yamunanagar,Haryana,3,13,0
31535,8064081,55,18,single,rented,yes,Software_Developer,Bhiwani,Haryana,9,14,0
31555,5356355,34,6,single,rented,yes,Chartered_Accountant,Karnal,Haryana,6,13,0
31566,6382731,51,8,single,rented,yes,Surveyor,Dehradun,Uttarakhand,5,11,0
31576,3342118,78,9,single,rented,no,Biomedical_Engineer,Haridwar,Uttarakhand,6,11,0
31585,8170612,62,3,single,rented,no,Politician,Bathinda,Punjab,3,12,0
31595,281081,29,17,single,rented,no,Physician,Ambala,Haryana,6,13,0
31596,5720531,43,12,single,rented,no,Financial_Analyst,Dehradun,Uttarakhand,7,11,0
31608,4016035,35,19,single,rented,no,Police_officer,Patiala,Punjab,3,11,0
31653,7708426,42,14,single,rented,no,Industrial_Engineer,Sirsa,Haryana,7,13,0
31657,5510241,78,14,single,rented,yes,Psychologist,Patiala,Punjab,11,11,0
31672,6666406,79,4,single,rented,no,Graphic_Designer,Rohtak,Haryana,4,12,0
31691,2391997,69,19,single,rented,no,Magistrate,Sirsa,Haryana,6,11,0
31701,1766902,30,14,single,rented,no,Police_officer,Amritsar,Punjab,8,13,0
31731,2730986,35,10,single,rented,no,Web_designer,Panchkula,Haryana,4,14,0
31732,5732813,54,2,single,rented,yes,Geologist,Karnal,Haryana,2,13,0
31735,8597423,27,18,single,rented,no,Technical_writer,Haridwar,Uttarakhand,6,12,0
31765,7770002,25,3,single,owned,yes,Technology_specialist,Ambala,Haryana,3,13,0
31781,5236105,23,7,married,rented,no,Web_designer,Shimla,Himachal_Pradesh,7,13,0
31795,2803526,29,20,single,rented,no,Secretary,Bathinda,Punjab,14,12,0
31797,5559665,56,8,single,rented,yes,Librarian,Dehradun,Uttarakhand,3,12,0
31799,1598380,48,1,single,rented,yes,Computer_hardware_engineer,Jalandhar,Punjab,1,11,0
31801,3319389,35,5,single,rented,yes,Design_Engineer,Ludhiana,Punjab,5,11,0
31805,7545693,50,14,single,rented,no,Engineer,Srinagar,Jammu_and_Kashmir,4,14,0
31810,9674252,41,7,single,rented,yes,Petroleum_Engineer,Patiala,Punjab,6,13,0
31823,4726953,61,14,single,rented,no,Air_traffic_controller,Haridwar,Uttarakhand,14,14,0
31877,7585777,33,0,single,rented,no,Analyst,Dehradun,Uttarakhand,0,12,0
31888,221192,64,20,married,rented,yes,Financial_Analyst,Bhiwani,Haryana,4,14,0
31899,8247003,73,10,single,rented,no,Chartered_Accountant,Ludhiana,Punjab,4,13,0
31901,1537256,29,5,single,rented,yes,Biomedical_Engineer,Bathinda,Punjab,5,14,1
31910,5785401,27,20,single,rented,no,Firefighter,Ambala,Haryana,8,13,0
31914,5098333,31,0,single,rented,yes,Civil_engineer,Phagwara,Punjab,0,11,0
31937,5964534,21,2,married,rented,no,Fashion_Designer,Jalandhar,Punjab,2,11,0
31948,3040483,33,7,single,rented,yes,Surgeon,Haridwar,Uttarakhand,7,11,0
31961,2710720,53,13,single,rented,yes,Web_designer,Jammu[16],Jammu_and_Kashmir,7,10,0
31965,1944084,25,17,single,rented,no,Statistician,Jalandhar,Punjab,9,14,0
31971,3331423,38,10,single,rented,no,Comedian,Panipat,Haryana,4,13,0
31974,1165459,25,6,single,rented,no,Technician,Srinagar,Jammu_and_Kashmir,3,14,0
31980,2945781,40,5,single,rented,no,Artist,Jammu[16],Jammu_and_Kashmir,5,10,0
31982,8417601,60,2,single,rented,yes,Microbiologist,Jammu[16],Jammu_and_Kashmir,2,14,0
31983,1581300,50,6,single,rented,no,Engineer,Jalandhar,Punjab,6,14,0
32005,3386878,42,18,single,owned,yes,Technician,Sonipat,Haryana,3,14,0
32020,2047235,61,1,single,rented,yes,Army_officer,Faridabad,Haryana,1,13,0
32022,3553290,50,8,single,rented,no,Technician,Phagwara,Punjab,8,11,0
32034,9704512,78,15,single,rented,no,Artist,Panipat,Haryana,11,14,0
32042,4036960,79,16,single,rented,yes,Engineer,Panipat,Haryana,3,13,0
32044,6712876,51,17,single,rented,yes,Librarian,Panchkula,Haryana,3,14,0
32054,5460816,40,16,single,rented,yes,Firefighter,Bathinda,Punjab,13,11,0
32086,5633671,63,4,married,rented,no,Flight_attendant,Jammu[16],Jammu_and_Kashmir,3,11,0
32090,3227326,45,4,single,rented,no,Architect,Ludhiana,Punjab,4,12,0
32116,3160585,42,10,single,rented,no,Analyst,Srinagar,Jammu_and_Kashmir,8,10,0
32130,2214555,45,4,single,rented,no,Comedian,Sonipat,Haryana,4,12,0
32133,4798152,51,2,single,rented,no,Financial_Analyst,Sirsa,Haryana,2,14,0
32143,4158240,38,8,single,rented,yes,Surgeon,Ludhiana,Punjab,8,11,0
32144,6870039,48,0,single,rented,no,Graphic_Designer,Jalandhar,Punjab,0,13,0
32177,9106505,73,15,single,rented,no,Consultant,Sonipat,Haryana,8,12,0
32178,9539445,52,17,single,rented,yes,Lawyer,Ambala,Haryana,9,10,0
32220,5463216,25,6,single,rented,no,Consultant,Ambala,Haryana,6,13,0
32230,6647587,63,19,single,rented,yes,Scientist,Amritsar,Punjab,10,12,0
32233,6130465,25,16,single,rented,no,Civil_engineer,Sonipat,Haryana,3,11,0
32246,7048030,58,9,single,rented,no,Surgeon,Haridwar,Uttarakhand,9,12,0
32275,1963558,36,15,single,rented,yes,Microbiologist,Shimla,Himachal_Pradesh,7,13,0
32276,8434862,27,9,single,rented,no,Chemical_engineer,Srinagar,Jammu_and_Kashmir,5,11,1
32281,9259060,54,16,single,rented,yes,Surveyor,Sirsa,Haryana,10,14,0
32282,4825413,45,18,single,rented,yes,Chemical_engineer,Srinagar,Jammu_and_Kashmir,11,14,0
32283,7238880,29,7,single,rented,no,Computer_operator,Karnal,Haryana,7,10,0
32305,5000063,38,17,single,rented,no,Technology_specialist,Yamunanagar,Haryana,5,11,0
32324,2241112,28,8,single,rented,no,Police_officer,Sirsa,Haryana,6,14,0
32348,2735428,72,20,single,rented,no,Surveyor,Shimla,Himachal_Pradesh,6,14,0
32355,8996641,75,12,single,rented,no,Microbiologist,Patiala,Punjab,12,13,0
32370,9311486,68,9,single,rented,no,Lawyer,Panchkula,Haryana,9,12,0
32374,9724250,67,17,single,rented,yes,Dentist,Bathinda,Punjab,3,13,0
32378,9822116,27,12,single,rented,no,Artist,Haridwar,Uttarakhand,12,13,0
32385,5899830,77,4,single,rented,no,Technical_writer,Karnal,Haryana,4,14,0
32392,6227811,60,14,single,owned,no,Economist,Sirsa,Haryana,12,12,0
32405,8005608,65,8,single,rented,no,Civil_servant,Sonipat,Haryana,8,12,1
32420,1197375,41,0,single,rented,yes,Microbiologist,Srinagar,Jammu_and_Kashmir,0,11,0
32436,1855377,26,3,single,rented,no,Magistrate,Shimla,Himachal_Pradesh,3,13,0
32454,9657655,76,0,single,rented,no,Psychologist,Jalandhar,Punjab,0,12,0
32459,8791091,33,15,single,rented,no,Microbiologist,Karnal,Haryana,12,14,0
32488,412015,23,8,single,rented,no,Technical_writer,Gurgaon,Haryana,4,10,0
32501,6862187,22,7,single,rented,no,Scientist,Srinagar,Jammu_and_Kashmir,7,12,1
32512,4184636,55,2,single,rented,yes,Official,Amritsar,Punjab,2,10,0
32514,4736350,38,13,single,rented,no,Microbiologist,Ambala,Haryana,6,13,1
32532,4421612,79,20,single,rented,no,Firefighter,Rohtak,Haryana,8,11,0
32548,7814930,77,4,single,rented,yes,Surveyor,Haridwar,Uttarakhand,4,14,0
32562,9984878,51,18,single,rented,yes,Comedian,Jammu[16],Jammu_and_Kashmir,8,12,0
32564,2959223,43,2,single,rented,no,Analyst,Ambala,Haryana,2,12,0
32579,5498131,61,15,single,rented,no,Industrial_Engineer,Amritsar,Punjab,7,13,0
32588,9043312,71,10,single,owned,no,Physician,Phagwara,Punjab,3,14,0
32602,7362151,65,4,single,rented,no,Magistrate,Gurgaon,Haryana,3,11,0
32609,7167873,61,0,single,rented,yes,Designer,Ambala,Haryana,0,11,1
32621,667848,58,10,single,rented,no,Comedian,Faridabad,Haryana,8,12,0
32631,7278093,77,17,single,rented,no,Chemical_engineer,Sirsa,Haryana,10,14,0
32637,1680177,33,18,single,owned,no,Industrial_Engineer,Sonipat,Haryana,6,11,0
32642,4706227,76,6,single,rented,yes,Technical_writer,Haridwar,Uttarakhand,6,14,0
32665,5794794,61,19,single,rented,no,Drafter,Patiala,Punjab,13,11,0
32678,3991574,62,20,single,rented,no,Technical_writer,Jammu[16],Jammu_and_Kashmir,7,10,0
32682,1672431,45,8,single,rented,no,Drafter,Jalandhar,Punjab,8,14,0
32686,8262466,46,4,single,rented,no,Chemical_engineer,Phagwara,Punjab,4,13,0
32690,3128681,59,4,single,owned,no,Drafter,Ludhiana,Punjab,4,12,0
32698,4594450,79,14,single,rented,no,Microbiologist,Shimla,Himachal_Pradesh,14,11,0
32699,2703840,48,17,single,norent_noown,no,Computer_operator,Dehradun,Uttarakhand,5,14,0
32706,3171323,21,17,single,rented,no,Industrial_Engineer,Shimla,Himachal_Pradesh,5,12,0
32737,5615027,23,14,single,rented,yes,Civil_engineer,Dehradun,Uttarakhand,14,14,0
32797,4149976,35,15,married,owned,no,Drafter,Ludhiana,Punjab,10,12,0
32800,6118570,53,14,married,rented,no,Technology_specialist,Dehradun,Uttarakhand,14,13,0
32804,3985432,47,13,single,rented,no,Technician,Faridabad,Haryana,4,12,0
32813,3215432,37,6,single,rented,yes,Consultant,Haridwar,Uttarakhand,6,12,0
32881,6963246,35,16,single,rented,no,Industrial_Engineer,Gurgaon,Haryana,14,12,1
32897,294610,49,16,single,rented,no,Computer_hardware_engineer,Yamunanagar,Haryana,6,13,0
32963,9559493,77,3,single,rented,no,Army_officer,Sirsa,Haryana,3,13,0
32990,9071050,30,8,single,rented,no,Magistrate,Patiala,Punjab,3,12,0
33004,1585215,64,9,single,rented,no,Politician,Karnal,Haryana,9,10,0
33009,7767858,29,0,married,rented,no,Physician,Yamunanagar,Haryana,0,10,0
33029,3753805,68,0,single,rented,no,Physician,Srinagar,Jammu_and_Kashmir,0,13,0
33050,1117930,79,15,single,rented,no,Drafter,Rohtak,Haryana,9,12,1
33052,96503,40,13,single,rented,no,Flight_attendant,Shimla,Himachal_Pradesh,3,14,1
33064,8973665,74,19,single,rented,no,Psychologist,Yamunanagar,Haryana,13,10,0
33103,7394642,53,11,single,rented,yes,Police_officer,Bathinda,Punjab,11,14,0
33115,2873313,29,17,single,norent_noown,no,Chemical_engineer,Ludhiana,Punjab,7,13,0
33125,1755216,38,15,single,rented,no,Hotel_Manager,Haridwar,Uttarakhand,11,13,0
33130,3469231,42,12,single,rented,no,Surgeon,Rohtak,Haryana,12,14,0
33135,1014244,36,9,single,rented,no,Designer,Ludhiana,Punjab,9,10,0
33157,1854968,27,19,single,rented,no,Financial_Analyst,Sonipat,Haryana,3,14,0
33167,1239373,64,4,single,rented,no,Lawyer,Srinagar,Jammu_and_Kashmir,3,12,0
33189,6443249,69,18,single,rented,no,Firefighter,Ambala,Haryana,6,10,0
33199,4273331,67,17,single,rented,yes,Surgeon,Amritsar,Punjab,6,10,0
33200,8371842,66,15,single,owned,no,Comedian,Jalandhar,Punjab,4,11,0
33223,156398,69,10,single,rented,yes,Technology_specialist,Bathinda,Punjab,7,14,0
33224,2157311,78,14,single,rented,no,Chef,Sonipat,Haryana,6,12,1
33249,2310149,35,9,single,rented,no,Air_traffic_controller,Jammu[16],Jammu_and_Kashmir,9,11,0
33265,4486618,31,6,single,norent_noown,yes,Police_officer,Yamunanagar,Haryana,6,10,0
33301,6104859,47,12,single,rented,yes,Surgeon,Phagwara,Punjab,12,11,0
33308,8367934,39,0,married,norent_noown,no,Comedian,Panipat,Haryana,0,12,0
33309,5639809,75,0,single,rented,no,Drafter,Dehradun,Uttarakhand,0,10,0
33320,8200302,36,13,single,owned,no,Librarian,Shimla,Himachal_Pradesh,5,11,0
33326,1538951,73,9,single,rented,yes,Geologist,Panchkula,Haryana,9,10,1
33329,8369359,49,7,single,rented,yes,Police_officer,Haridwar,Uttarakhand,7,13,0
33388,532746,78,18,married,rented,yes,Petroleum_Engineer,Haridwar,Uttarakhand,10,12,1
33419,8036025,23,8,single,rented,no,Consultant,Shimla,Himachal_Pradesh,4,14,1
33441,7585042,53,15,single,rented,no,Official,Rohtak,Haryana,3,13,0
33478,6765574,21,7,single,rented,yes,Comedian,Shimla,Himachal_Pradesh,5,12,0
33514,5294978,42,17,single,rented,no,Financial_Analyst,Srinagar,Jammu_and_Kashmir,8,11,1
33539,826478,33,15,single,rented,no,Drafter,Ludhiana,Punjab,13,11,1
33543,3929663,50,5,single,rented,no,Mechanical_engineer,Shimla,Himachal_Pradesh,5,12,0
33575,2301024,51,11,single,rented,yes,Financial_Analyst,Haridwar,Uttarakhand,7,11,1
33577,6474294,48,9,single,rented,no,Comedian,Amritsar,Punjab,8,13,0
33607,5314421,46,14,single,rented,no,Flight_attendant,Jalandhar,Punjab,8,12,0
33609,6976958,64,1,single,rented,no,Technical_writer,Phagwara,Punjab,1,13,0
33617,4074621,27,14,single,rented,yes,Civil_servant,Sonipat,Haryana,8,13,0
33638,3658284,57,0,single,rented,yes,Fashion_Designer,Jammu[16],Jammu_and_Kashmir,0,11,0
33640,850458,75,1,single,rented,no,Hotel_Manager,Ambala,Haryana,1,12,0
33644,7511554,53,4,single,rented,no,Design_Engineer,Amritsar,Punjab,4,11,0
33653,4470476,38,0,single,rented,yes,Analyst,Srinagar,Jammu_and_Kashmir,0,13,0
33659,4036559,64,1,single,rented,no,Financial_Analyst,Panipat,Haryana,1,12,0
33675,9639313,38,4,single,rented,yes,Lawyer,Yamunanagar,Haryana,4,14,1
33680,3142984,22,13,single,rented,no,Chef,Haridwar,Uttarakhand,10,12,1
33686,6814840,53,13,married,rented,no,Army_officer,Bhiwani,Haryana,3,11,0
33707,4555527,79,10,single,rented,no,Industrial_Engineer,Dehradun,Uttarakhand,3,11,0
33710,259809,34,0,single,rented,no,Biomedical_Engineer,Rohtak,Haryana,0,13,0
33731,1199926,43,11,single,rented,no,Scientist,Ludhiana,Punjab,9,14,0
33740,9272383,68,20,single,rented,no,Army_officer,Srinagar,Jammu_and_Kashmir,9,13,0
33745,9345456,29,0,single,rented,no,Technician,Yamunanagar,Haryana,0,12,0
33754,4515909,22,12,single,rented,yes,Chef,Sonipat,Haryana,7,13,0
33793,5824731,61,7,single,rented,yes,Financial_Analyst,Sirsa,Haryana,6,14,0
33819,6725891,25,11,single,owned,no,Graphic_Designer,Ambala,Haryana,11,14,0
33847,6851394,48,16,single,rented,no,Design_Engineer,Phagwara,Punjab,10,14,0
33851,7499562,32,8,single,rented,no,Microbiologist,Patiala,Punjab,4,13,0
33857,4392708,28,1,single,rented,yes,Firefighter,Patiala,Punjab,1,10,0
33949,553772,38,19,single,rented,yes,Computer_operator,Ludhiana,Punjab,9,14,1
33978,1680165,67,2,single,rented,no,Civil_engineer,Jammu[16],Jammu_and_Kashmir,2,11,0
33994,8901524,72,17,single,rented,no,Secretary,Panipat,Haryana,4,12,0
34002,5830250,24,15,single,rented,yes,Web_designer,Haridwar,Uttarakhand,9,11,0
34016,9680806,74,2,single,rented,no,Economist,Srinagar,Jammu_and_Kashmir,2,14,0
34025,9031360,74,20,single,rented,yes,Chartered_Accountant,Jalandhar,Punjab,10,10,0
34045,2377730,64,9,single,rented,no,Drafter,Patiala,Punjab,6,13,0
34054,9585722,37,18,single,rented,yes,Comedian,Jalandhar,Punjab,14,11,0
34056,52436,37,19,married,rented,yes,Graphic_Designer,Panipat,Haryana,10,14,1
34064,1698802,71,3,single,rented,yes,Design_Engineer,Shimla,Himachal_Pradesh,3,14,0
34077,4439374,70,16,single,owned,yes,Comedian,Ambala,Haryana,14,10,0
34084,1556371,39,11,single,rented,no,Psychologist,Panchkula,Haryana,8,13,1
34088,8282569,62,9,single,rented,yes,Air_traffic_controller,Dehradun,Uttarakhand,5,12,0
34090,8593281,22,19,single,rented,no,Chef,Ambala,Haryana,11,11,1
34091,8978055,60,9,single,rented,no,Web_designer,Sirsa,Haryana,9,14,0
34098,3577693,46,4,married,rented,no,Technical_writer,Sonipat,Haryana,4,14,0
34102,54128,61,13,single,rented,no,Fashion_Designer,Ambala,Haryana,3,13,0
34129,8217682,67,10,single,norent_noown,yes,Computer_operator,Sirsa,Haryana,10,10,1
34138,7379284,24,12,single,rented,yes,Scientist,Gurgaon,Haryana,9,11,0
34171,6184253,42,20,single,rented,no,Chemical_engineer,Sonipat,Haryana,12,13,0
34177,9034541,68,4,single,rented,no,Firefighter,Patiala,Punjab,4,10,0
34195,912537,27,20,single,rented,no,Flight_attendant,Bathinda,Punjab,11,11,0
34201,8654497,79,4,single,rented,no,Financial_Analyst,Bathinda,Punjab,4,13,0
34205,9665324,57,11,single,owned,no,Consultant,Dehradun,Uttarakhand,7,14,0
34231,779324,45,20,single,rented,no,Architect,Srinagar,Jammu_and_Kashmir,4,10,1
34232,1166694,66,3,single,rented,no,Flight_attendant,Phagwara,Punjab,3,14,0
34247,7076437,71,14,single,rented,no,Microbiologist,Jammu[16],Jammu_and_Kashmir,8,12,0
34249,2279438,65,3,single,rented,no,Secretary,Gurgaon,Haryana,3,10,0
